,Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Active,WHO Region
29504,Queensland,Australia,-27.4698,153.0251,2020-05-14,1054,6,1031,17,Western Pacific
29505,South Australia,Australia,-34.9285,138.6007,2020-05-14,439,4,434,1,Western Pacific
29506,Tasmania,Australia,-42.8821,147.3272,2020-05-14,227,13,188,26,Western Pacific
29507,Victoria,Australia,-37.8136,144.9631,2020-05-14,1540,18,1407,115,Western Pacific
29508,Western Australia,Australia,-31.9505,115.8605,2020-05-14,552,9,538,5,Western Pacific
29528,Alberta,Canada,53.9333,-116.5765,2020-05-14,6457,121,0,6336,Americas
29529,British Columbia,Canada,53.7267,-127.6476,2020-05-14,2392,135,0,2257,Americas
29530,Manitoba,Canada,53.7609,-98.8139,2020-05-14,289,7,0,282,Americas
29531,New Brunswick,Canada,46.5653,-66.4619,2020-05-14,120,0,0,120,Americas
29532,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-05-14,261,3,0,258,Americas
29533,Nova Scotia,Canada,44.682,-63.7443,2020-05-14,1026,51,0,975,Americas
29534,Ontario,Canada,51.2538,-85.3232,2020-05-14,22865,1915,0,20950,Americas
29535,Prince Edward Island,Canada,46.5107,-63.4168,2020-05-14,27,0,0,27,Americas
29536,Quebec,Canada,52.9399,-73.5491,2020-05-14,40732,3352,0,37380,Americas
29537,Saskatchewan,Canada,52.9399,-106.4509,2020-05-14,582,7,0,575,Americas
29541,Anhui,China,31.8257,117.2264,2020-05-14,991,6,985,0,Western Pacific
29542,Beijing,China,40.1824,116.4142,2020-05-14,593,9,574,10,Western Pacific
29543,Chongqing,China,30.0572,107.874,2020-05-14,579,6,573,0,Western Pacific
29544,Fujian,China,26.0789,117.9874,2020-05-14,356,1,355,0,Western Pacific
29545,Gansu,China,35.7518,104.2861,2020-05-14,139,2,137,0,Western Pacific
29546,Guangdong,China,23.3417,113.4244,2020-05-14,1589,8,1579,2,Western Pacific
29547,Guangxi,China,23.8298,108.7881,2020-05-14,254,2,252,0,Western Pacific
29548,Guizhou,China,26.8154,106.8748,2020-05-14,147,2,145,0,Western Pacific
29549,Hainan,China,19.1959,109.7453,2020-05-14,168,6,162,0,Western Pacific
29550,Hebei,China,39.549,116.1306,2020-05-14,328,6,0,322,Western Pacific
29551,Heilongjiang,China,47.862,127.7615,2020-05-14,945,13,930,2,Western Pacific
29552,Henan,China,37.8957,114.9042,2020-05-14,1276,22,0,1254,Western Pacific
29553,Hong Kong,China,22.3,114.2,2020-05-14,1051,4,1009,38,Western Pacific
29554,Hubei,China,30.9756,112.2707,2020-05-14,68134,4512,63616,6,Western Pacific
29555,Hunan,China,27.6104,111.7088,2020-05-14,1019,4,1015,0,Western Pacific
29556,Inner Mongolia,China,44.0935,113.9448,2020-05-14,209,1,194,14,Western Pacific
29557,Jiangsu,China,32.9711,119.455,2020-05-14,653,0,653,0,Western Pacific
29558,Jiangxi,China,27.614,115.7221,2020-05-14,937,1,936,0,Western Pacific
29559,Jilin,China,43.6661,126.1923,2020-05-14,138,1,108,29,Western Pacific
29560,Liaoning,China,41.2956,122.6085,2020-05-14,149,2,144,3,Western Pacific
29561,Macau,China,22.1667,113.55,2020-05-14,45,0,43,2,Western Pacific
29562,Ningxia,China,37.2692,106.1655,2020-05-14,75,0,75,0,Western Pacific
29563,Qinghai,China,35.7452,95.9956,2020-05-14,18,0,18,0,Western Pacific
29564,Shaanxi,China,35.1917,108.8701,2020-05-14,308,3,300,5,Western Pacific
29565,Shandong,China,36.3427,118.1498,2020-05-14,788,7,778,3,Western Pacific
29566,Shanghai,China,31.202,121.4491,2020-05-14,660,7,638,15,Western Pacific
29567,Shanxi,China,37.5777,112.2922,2020-05-14,198,0,198,0,Western Pacific
29568,Sichuan,China,30.6171,102.7103,2020-05-14,561,3,558,0,Western Pacific
29569,Tianjin,China,39.3054,117.323,2020-05-14,191,3,187,1,Western Pacific
29570,Tibet,China,31.6927,88.0924,2020-05-14,1,0,1,0,Western Pacific
29571,Xinjiang,China,41.1129,85.2401,2020-05-14,76,3,73,0,Western Pacific
29572,Yunnan,China,24.974,101.487,2020-05-14,185,2,183,0,Western Pacific
29573,Zhejiang,China,29.1832,120.0934,2020-05-14,1268,1,1267,0,Western Pacific
29583,Faroe Islands,Denmark,61.8926,-6.9118,2020-05-14,187,0,187,0,Europe
29584,Greenland,Greenland,71.7069,-42.6043,2020-05-14,11,0,11,0,Europe
29598,French Guiana,France,3.9339,-53.1258,2020-05-14,164,1,124,39,Europe
29599,French Polynesia,France,-17.6797,149.4068,2020-05-14,60,0,59,1,Europe
29600,Guadeloupe,France,16.265,-61.551,2020-05-14,155,13,109,33,Europe
29601,Mayotte,France,-12.8275,45.166244,2020-05-14,1210,16,627,567,Europe
29602,New Caledonia,France,-20.904305,165.618042,2020-05-14,18,0,18,0,Europe
29603,Reunion,France,-21.1151,55.5364,2020-05-14,440,0,354,86,Europe
29604,Saint Barthelemy,France,17.9,-62.8333,2020-05-14,6,0,6,0,Europe
29605,St Martin,France,18.0708,-63.0501,2020-05-14,39,3,30,6,Europe
29606,Martinique,France,14.6415,-61.0242,2020-05-14,189,14,91,84,Europe
29657,Aruba,Netherlands,12.5211,-69.9683,2020-05-14,101,3,93,5,Europe
29658,Curacao,Netherlands,12.1696,-68.99,2020-05-14,16,1,14,1,Europe
29659,Sint Maarten,Netherlands,18.0425,-63.0548,2020-05-14,76,15,46,15,Europe
29708,Bermuda,United Kingdom,32.3078,-64.7505,2020-05-14,122,9,66,47,Europe
29709,Cayman Islands,United Kingdom,19.3133,-81.2546,2020-05-14,93,1,54,38,Europe
29710,Channel Islands,United Kingdom,49.3723,-2.3644,2020-05-14,549,43,456,50,Europe
29711,Gibraltar,United Kingdom,36.1408,-5.3536,2020-05-14,147,0,144,3,Europe
29712,Isle of Man,United Kingdom,54.2361,-4.5481,2020-05-14,332,23,285,24,Europe
29713,Montserrat,United Kingdom,16.742498,-62.187366,2020-05-14,11,1,8,2,Europe
29734,Northwest Territories,Canada,64.8255,-124.8457,2020-05-14,5,0,0,5,Americas
29735,Yukon,Canada,64.2823,-135.0,2020-05-14,11,0,0,11,Americas
29738,Anguilla,United Kingdom,18.2206,-63.0686,2020-05-14,3,0,3,0,Europe
29739,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-05-14,7,1,4,2,Europe
29740,Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020-05-14,12,1,10,1,Europe
29745,Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020-05-14,13,0,13,0,Europe
29746,Saint Pierre and Miquelon,France,46.8852,-56.3159,2020-05-14,1,0,1,0,Europe
29762,Australian Capital Territory,Australia,-35.4735,149.0124,2020-05-15,107,3,104,0,Western Pacific
29763,New South Wales,Australia,-33.8688,151.2093,2020-05-15,3074,45,2611,418,Western Pacific
29764,Northern Territory,Australia,-12.4634,130.8456,2020-05-15,29,0,27,2,Western Pacific
29765,Queensland,Australia,-27.4698,153.0251,2020-05-15,1055,6,1036,13,Western Pacific
29766,South Australia,Australia,-34.9285,138.6007,2020-05-15,439,4,435,0,Western Pacific
29767,Tasmania,Australia,-42.8821,147.3272,2020-05-15,228,13,191,24,Western Pacific
29768,Victoria,Australia,-37.8136,144.9631,2020-05-15,1551,18,1417,116,Western Pacific
29769,Western Australia,Australia,-31.9505,115.8605,2020-05-15,552,9,538,5,Western Pacific
29789,Alberta,Canada,53.9333,-116.5765,2020-05-15,6515,125,0,6390,Americas
29790,British Columbia,Canada,53.7267,-127.6476,2020-05-15,2407,140,0,2267,Americas
29791,Manitoba,Canada,53.7609,-98.8139,2020-05-15,289,7,0,282,Americas
29792,New Brunswick,Canada,46.5653,-66.4619,2020-05-15,120,0,0,120,Americas
29793,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-05-15,260,3,0,257,Americas
29794,Nova Scotia,Canada,44.682,-63.7443,2020-05-15,1034,55,0,979,Americas
29795,Ontario,Canada,51.2538,-85.3232,2020-05-15,23258,1939,0,21319,Americas
29796,Prince Edward Island,Canada,46.5107,-63.4168,2020-05-15,27,0,0,27,Americas
29797,Quebec,Canada,52.9399,-73.5491,2020-05-15,41429,3402,0,38027,Americas
29798,Saskatchewan,Canada,52.9399,-106.4509,2020-05-15,590,7,0,583,Americas
29802,Anhui,China,31.8257,117.2264,2020-05-15,991,6,985,0,Western Pacific
29803,Beijing,China,40.1824,116.4142,2020-05-15,593,9,576,8,Western Pacific
29804,Chongqing,China,30.0572,107.874,2020-05-15,579,6,573,0,Western Pacific
29805,Fujian,China,26.0789,117.9874,2020-05-15,356,1,355,0,Western Pacific
29806,Gansu,China,35.7518,104.2861,2020-05-15,139,2,137,0,Western Pacific
29807,Guangdong,China,23.3417,113.4244,2020-05-15,1589,8,1579,2,Western Pacific
29808,Guangxi,China,23.8298,108.7881,2020-05-15,254,2,252,0,Western Pacific
29809,Guizhou,China,26.8154,106.8748,2020-05-15,147,2,145,0,Western Pacific
29810,Hainan,China,19.1959,109.7453,2020-05-15,169,6,162,1,Western Pacific
29811,Hebei,China,39.549,116.1306,2020-05-15,328,6,0,322,Western Pacific
29812,Heilongjiang,China,47.862,127.7615,2020-05-15,945,13,931,1,Western Pacific
29813,Henan,China,37.8957,114.9042,2020-05-15,1276,22,0,1254,Western Pacific
29814,Hong Kong,China,22.3,114.2,2020-05-15,1052,4,1019,29,Western Pacific
29815,Hubei,China,30.9756,112.2707,2020-05-15,68134,4512,63616,6,Western Pacific
29816,Hunan,China,27.6104,111.7088,2020-05-15,1019,4,1015,0,Western Pacific
29817,Inner Mongolia,China,44.0935,113.9448,2020-05-15,209,1,196,12,Western Pacific
29818,Jiangsu,China,32.9711,119.455,2020-05-15,653,0,653,0,Western Pacific
29819,Jiangxi,China,27.614,115.7221,2020-05-15,937,1,936,0,Western Pacific
29820,Jilin,China,43.6661,126.1923,2020-05-15,140,1,108,31,Western Pacific
29821,Liaoning,China,41.2956,122.6085,2020-05-15,149,2,144,3,Western Pacific
29822,Macau,China,22.1667,113.55,2020-05-15,45,0,43,2,Western Pacific
29823,Ningxia,China,37.2692,106.1655,2020-05-15,75,0,75,0,Western Pacific
29824,Qinghai,China,35.7452,95.9956,2020-05-15,18,0,18,0,Western Pacific
29825,Shaanxi,China,35.1917,108.8701,2020-05-15,308,3,301,4,Western Pacific
29826,Shandong,China,36.3427,118.1498,2020-05-15,788,7,780,1,Western Pacific
29827,Shanghai,China,31.202,121.4491,2020-05-15,665,7,640,18,Western Pacific
29828,Shanxi,China,37.5777,112.2922,2020-05-15,198,0,198,0,Western Pacific
29829,Sichuan,China,30.6171,102.7103,2020-05-15,561,3,558,0,Western Pacific
29830,Tianjin,China,39.3054,117.323,2020-05-15,191,3,187,1,Western Pacific
29831,Tibet,China,31.6927,88.0924,2020-05-15,1,0,1,0,Western Pacific
29832,Xinjiang,China,41.1129,85.2401,2020-05-15,76,3,73,0,Western Pacific
29833,Yunnan,China,24.974,101.487,2020-05-15,185,2,183,0,Western Pacific
29834,Zhejiang,China,29.1832,120.0934,2020-05-15,1268,1,1267,0,Western Pacific
29844,Faroe Islands,Denmark,61.8926,-6.9118,2020-05-15,187,0,187,0,Europe
29845,Greenland,Greenland,71.7069,-42.6043,2020-05-15,11,0,11,0,Europe
29859,French Guiana,France,3.9339,-53.1258,2020-05-15,189,1,124,64,Europe
29860,French Polynesia,France,-17.6797,149.4068,2020-05-15,60,0,59,1,Europe
29861,Guadeloupe,France,16.265,-61.551,2020-05-15,155,13,109,33,Europe
29862,Mayotte,France,-12.8275,45.166244,2020-05-15,1210,16,627,567,Europe
29863,New Caledonia,France,-20.904305,165.618042,2020-05-15,18,0,18,0,Europe
29864,Reunion,France,-21.1151,55.5364,2020-05-15,441,0,354,87,Europe
29865,Saint Barthelemy,France,17.9,-62.8333,2020-05-15,6,0,6,0,Europe
29866,St Martin,France,18.0708,-63.0501,2020-05-15,39,3,30,6,Europe
29867,Martinique,France,14.6415,-61.0242,2020-05-15,192,14,91,87,Europe
29918,Aruba,Netherlands,12.5211,-69.9683,2020-05-15,101,3,93,5,Europe
29919,Curacao,Netherlands,12.1696,-68.99,2020-05-15,16,1,14,1,Europe
29920,Sint Maarten,Netherlands,18.0425,-63.0548,2020-05-15,76,15,46,15,Europe
29969,Bermuda,United Kingdom,32.3078,-64.7505,2020-05-15,122,9,66,47,Europe
29970,Cayman Islands,United Kingdom,19.3133,-81.2546,2020-05-15,94,1,55,38,Europe
29971,Channel Islands,United Kingdom,49.3723,-2.3644,2020-05-15,549,43,457,49,Europe
29972,Gibraltar,United Kingdom,36.1408,-5.3536,2020-05-15,147,0,144,3,Europe
29973,Isle of Man,United Kingdom,54.2361,-4.5481,2020-05-15,334,24,285,25,Europe
29974,Montserrat,United Kingdom,16.742498,-62.187366,2020-05-15,11,1,8,2,Europe
29995,Northwest Territories,Canada,64.8255,-124.8457,2020-05-15,5,0,0,5,Americas
29996,Yukon,Canada,64.2823,-135.0,2020-05-15,11,0,0,11,Americas
29999,Anguilla,United Kingdom,18.2206,-63.0686,2020-05-15,3,0,3,0,Europe
30000,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-05-15,8,1,6,1,Europe
30001,Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020-05-15,12,1,10,1,Europe
30006,Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020-05-15,13,0,13,0,Europe
30007,Saint Pierre and Miquelon,France,46.8852,-56.3159,2020-05-15,1,0,1,0,Europe
30023,Australian Capital Territory,Australia,-35.4735,149.0124,2020-05-16,107,3,104,0,Western Pacific
30024,New South Wales,Australia,-33.8688,151.2093,2020-05-16,3075,45,2611,419,Western Pacific
30025,Northern Territory,Australia,-12.4634,130.8456,2020-05-16,29,0,27,2,Western Pacific
30026,Queensland,Australia,-27.4698,153.0251,2020-05-16,1055,6,1037,12,Western Pacific
30027,South Australia,Australia,-34.9285,138.6007,2020-05-16,439,4,435,0,Western Pacific
30028,Tasmania,Australia,-42.8821,147.3272,2020-05-16,228,13,192,23,Western Pacific
30029,Victoria,Australia,-37.8136,144.9631,2020-05-16,1558,18,1417,123,Western Pacific
30030,Western Australia,Australia,-31.9505,115.8605,2020-05-16,553,9,541,3,Western Pacific
30050,Alberta,Canada,53.9333,-116.5765,2020-05-16,6587,126,0,6461,Americas
30051,British Columbia,Canada,53.7267,-127.6476,2020-05-16,2428,141,0,2287,Americas
30052,Manitoba,Canada,53.7609,-98.8139,2020-05-16,289,7,0,282,Americas
30053,New Brunswick,Canada,46.5653,-66.4619,2020-05-16,120,0,0,120,Americas
30054,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-05-16,260,3,0,257,Americas
30055,Nova Scotia,Canada,44.682,-63.7443,2020-05-16,1037,55,0,982,Americas
30056,Ontario,Canada,51.2538,-85.3232,2020-05-16,23645,1976,0,21669,Americas
30057,Prince Edward Island,Canada,46.5107,-63.4168,2020-05-16,27,0,0,27,Americas
30058,Quebec,Canada,52.9399,-73.5491,2020-05-16,42192,3484,0,38708,Americas
30059,Saskatchewan,Canada,52.9399,-106.4509,2020-05-16,591,7,0,584,Americas
30063,Anhui,China,31.8257,117.2264,2020-05-16,991,6,985,0,Western Pacific
30064,Beijing,China,40.1824,116.4142,2020-05-16,593,9,577,7,Western Pacific
30065,Chongqing,China,30.0572,107.874,2020-05-16,579,6,573,0,Western Pacific
30066,Fujian,China,26.0789,117.9874,2020-05-16,356,1,355,0,Western Pacific
30067,Gansu,China,35.7518,104.2861,2020-05-16,139,2,137,0,Western Pacific
30068,Guangdong,China,23.3417,113.4244,2020-05-16,1590,8,1579,3,Western Pacific
30069,Guangxi,China,23.8298,108.7881,2020-05-16,254,2,252,0,Western Pacific
30070,Guizhou,China,26.8154,106.8748,2020-05-16,147,2,145,0,Western Pacific
30071,Hainan,China,19.1959,109.7453,2020-05-16,169,6,162,1,Western Pacific
30072,Hebei,China,39.549,116.1306,2020-05-16,328,6,0,322,Western Pacific
30073,Heilongjiang,China,47.862,127.7615,2020-05-16,945,13,932,0,Western Pacific
30074,Henan,China,37.8957,114.9042,2020-05-16,1276,22,0,1254,Western Pacific
30075,Hong Kong,China,22.3,114.2,2020-05-16,1052,4,1022,26,Western Pacific
30076,Hubei,China,30.9756,112.2707,2020-05-16,68134,4512,63616,6,Western Pacific
30077,Hunan,China,27.6104,111.7088,2020-05-16,1019,4,1015,0,Western Pacific
30078,Inner Mongolia,China,44.0935,113.9448,2020-05-16,209,1,196,12,Western Pacific
30079,Jiangsu,China,32.9711,119.455,2020-05-16,653,0,653,0,Western Pacific
30080,Jiangxi,China,27.614,115.7221,2020-05-16,937,1,936,0,Western Pacific
30081,Jilin,China,43.6661,126.1923,2020-05-16,144,2,113,29,Western Pacific
30082,Liaoning,China,41.2956,122.6085,2020-05-16,149,2,144,3,Western Pacific
30083,Macau,China,22.1667,113.55,2020-05-16,45,0,44,1,Western Pacific
30084,Ningxia,China,37.2692,106.1655,2020-05-16,75,0,75,0,Western Pacific
30085,Qinghai,China,35.7452,95.9956,2020-05-16,18,0,18,0,Western Pacific
30086,Shaanxi,China,35.1917,108.8701,2020-05-16,308,3,301,4,Western Pacific
30087,Shandong,China,36.3427,118.1498,2020-05-16,788,7,780,1,Western Pacific
30088,Shanghai,China,31.202,121.4491,2020-05-16,665,7,641,17,Western Pacific
30089,Shanxi,China,37.5777,112.2922,2020-05-16,198,0,198,0,Western Pacific
30090,Sichuan,China,30.6171,102.7103,2020-05-16,561,3,558,0,Western Pacific
30091,Tianjin,China,39.3054,117.323,2020-05-16,192,3,187,2,Western Pacific
30092,Tibet,China,31.6927,88.0924,2020-05-16,1,0,1,0,Western Pacific
30093,Xinjiang,China,41.1129,85.2401,2020-05-16,76,3,73,0,Western Pacific
30094,Yunnan,China,24.974,101.487,2020-05-16,185,2,183,0,Western Pacific
30095,Zhejiang,China,29.1832,120.0934,2020-05-16,1268,1,1267,0,Western Pacific
30105,Faroe Islands,Denmark,61.8926,-6.9118,2020-05-16,187,0,187,0,Europe
30106,Greenland,Greenland,71.7069,-42.6043,2020-05-16,11,0,11,0,Europe
30120,French Guiana,France,3.9339,-53.1258,2020-05-16,197,1,125,71,Europe
30121,French Polynesia,France,-17.6797,149.4068,2020-05-16,60,0,59,1,Europe
30122,Guadeloupe,France,16.265,-61.551,2020-05-16,155,13,109,33,Europe
30123,Mayotte,France,-12.8275,45.166244,2020-05-16,1312,18,627,667,Europe
30124,New Caledonia,France,-20.904305,165.618042,2020-05-16,18,0,18,0,Europe
30125,Reunion,France,-21.1151,55.5364,2020-05-16,443,0,354,89,Europe
30126,Saint Barthelemy,France,17.9,-62.8333,2020-05-16,6,0,6,0,Europe
30127,St Martin,France,18.0708,-63.0501,2020-05-16,39,3,30,6,Europe
30128,Martinique,France,14.6415,-61.0242,2020-05-16,192,14,91,87,Europe
30179,Aruba,Netherlands,12.5211,-69.9683,2020-05-16,101,3,93,5,Europe
30180,Curacao,Netherlands,12.1696,-68.99,2020-05-16,16,1,14,1,Europe
30181,Sint Maarten,Netherlands,18.0425,-63.0548,2020-05-16,77,15,54,8,Europe
30230,Bermuda,United Kingdom,32.3078,-64.7505,2020-05-16,123,9,73,41,Europe
30231,Cayman Islands,United Kingdom,19.3133,-81.2546,2020-05-16,94,1,55,38,Europe
30232,Channel Islands,United Kingdom,49.3723,-2.3644,2020-05-16,554,43,458,53,Europe
30233,Gibraltar,United Kingdom,36.1408,-5.3536,2020-05-16,147,0,145,2,Europe
30234,Isle of Man,United Kingdom,54.2361,-4.5481,2020-05-16,335,24,285,26,Europe
30235,Montserrat,United Kingdom,16.742498,-62.187366,2020-05-16,11,1,10,0,Europe
30256,Northwest Territories,Canada,64.8255,-124.8457,2020-05-16,5,0,0,5,Americas
30257,Yukon,Canada,64.2823,-135.0,2020-05-16,11,0,0,11,Americas
30260,Anguilla,United Kingdom,18.2206,-63.0686,2020-05-16,3,0,3,0,Europe
30261,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-05-16,8,1,6,1,Europe
30262,Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020-05-16,12,1,10,1,Europe
30267,Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020-05-16,13,0,13,0,Europe
30268,Saint Pierre and Miquelon,France,46.8852,-56.3159,2020-05-16,1,0,1,0,Europe
30284,Australian Capital Territory,Australia,-35.4735,149.0124,2020-05-17,107,3,104,0,Western Pacific
30285,New South Wales,Australia,-33.8688,151.2093,2020-05-17,3076,46,2612,418,Western Pacific
30286,Northern Territory,Australia,-12.4634,130.8456,2020-05-17,29,0,27,2,Western Pacific
30287,Queensland,Australia,-27.4698,153.0251,2020-05-17,1057,6,1038,13,Western Pacific
30288,South Australia,Australia,-34.9285,138.6007,2020-05-17,439,4,435,0,Western Pacific
30289,Tasmania,Australia,-42.8821,147.3272,2020-05-17,228,13,194,21,Western Pacific
30290,Victoria,Australia,-37.8136,144.9631,2020-05-17,1564,18,1439,107,Western Pacific
30291,Western Australia,Australia,-31.9505,115.8605,2020-05-17,554,9,543,2,Western Pacific
30311,Alberta,Canada,53.9333,-116.5765,2020-05-17,6644,127,0,6517,Americas
30312,British Columbia,Canada,53.7267,-127.6476,2020-05-17,2428,141,0,2287,Americas
30313,Manitoba,Canada,53.7609,-98.8139,2020-05-17,289,7,0,282,Americas
30314,New Brunswick,Canada,46.5653,-66.4619,2020-05-17,120,0,0,120,Americas
30315,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-05-17,260,3,0,257,Americas
30316,Nova Scotia,Canada,44.682,-63.7443,2020-05-17,1040,55,0,985,Americas
30317,Ontario,Canada,51.2538,-85.3232,2020-05-17,23974,1999,0,21975,Americas
30318,Prince Edward Island,Canada,46.5107,-63.4168,2020-05-17,27,0,0,27,Americas
30319,Quebec,Canada,52.9399,-73.5491,2020-05-17,42928,3563,0,39365,Americas
30320,Saskatchewan,Canada,52.9399,-106.4509,2020-05-17,592,7,0,585,Americas
30324,Anhui,China,31.8257,117.2264,2020-05-17,991,6,985,0,Western Pacific
30325,Beijing,China,40.1824,116.4142,2020-05-17,593,9,578,6,Western Pacific
30326,Chongqing,China,30.0572,107.874,2020-05-17,579,6,573,0,Western Pacific
30327,Fujian,China,26.0789,117.9874,2020-05-17,356,1,355,0,Western Pacific
30328,Gansu,China,35.7518,104.2861,2020-05-17,139,2,137,0,Western Pacific
30329,Guangdong,China,23.3417,113.4244,2020-05-17,1590,8,1579,3,Western Pacific
30330,Guangxi,China,23.8298,108.7881,2020-05-17,254,2,252,0,Western Pacific
30331,Guizhou,China,26.8154,106.8748,2020-05-17,147,2,145,0,Western Pacific
30332,Hainan,China,19.1959,109.7453,2020-05-17,169,6,162,1,Western Pacific
30333,Hebei,China,39.549,116.1306,2020-05-17,328,6,0,322,Western Pacific
30334,Heilongjiang,China,47.862,127.7615,2020-05-17,945,13,932,0,Western Pacific
30335,Henan,China,37.8957,114.9042,2020-05-17,1276,22,0,1254,Western Pacific
30336,Hong Kong,China,22.3,114.2,2020-05-17,1055,4,1024,27,Western Pacific
30337,Hubei,China,30.9756,112.2707,2020-05-17,68134,4512,63616,6,Western Pacific
30338,Hunan,China,27.6104,111.7088,2020-05-17,1019,4,1015,0,Western Pacific
30339,Inner Mongolia,China,44.0935,113.9448,2020-05-17,213,1,196,16,Western Pacific
30340,Jiangsu,China,32.9711,119.455,2020-05-17,653,0,653,0,Western Pacific
30341,Jiangxi,China,27.614,115.7221,2020-05-17,937,1,936,0,Western Pacific
30342,Jilin,China,43.6661,126.1923,2020-05-17,146,2,122,22,Western Pacific
30343,Liaoning,China,41.2956,122.6085,2020-05-17,149,2,144,3,Western Pacific
30344,Macau,China,22.1667,113.55,2020-05-17,45,0,44,1,Western Pacific
30345,Ningxia,China,37.2692,106.1655,2020-05-17,75,0,75,0,Western Pacific
30346,Qinghai,China,35.7452,95.9956,2020-05-17,18,0,18,0,Western Pacific
30347,Shaanxi,China,35.1917,108.8701,2020-05-17,308,3,301,4,Western Pacific
30348,Shandong,China,36.3427,118.1498,2020-05-17,788,7,780,1,Western Pacific
30349,Shanghai,China,31.202,121.4491,2020-05-17,666,7,641,18,Western Pacific
30350,Shanxi,China,37.5777,112.2922,2020-05-17,198,0,198,0,Western Pacific
30351,Sichuan,China,30.6171,102.7103,2020-05-17,561,3,558,0,Western Pacific
30352,Tianjin,China,39.3054,117.323,2020-05-17,192,3,187,2,Western Pacific
30353,Tibet,China,31.6927,88.0924,2020-05-17,1,0,1,0,Western Pacific
30354,Xinjiang,China,41.1129,85.2401,2020-05-17,76,3,73,0,Western Pacific
30355,Yunnan,China,24.974,101.487,2020-05-17,185,2,183,0,Western Pacific
30356,Zhejiang,China,29.1832,120.0934,2020-05-17,1268,1,1267,0,Western Pacific
30366,Faroe Islands,Denmark,61.8926,-6.9118,2020-05-17,187,0,187,0,Europe
30367,Greenland,Greenland,71.7069,-42.6043,2020-05-17,11,0,11,0,Europe
30381,French Guiana,France,3.9339,-53.1258,2020-05-17,197,1,125,71,Europe
30382,French Polynesia,France,-17.6797,149.4068,2020-05-17,60,0,59,1,Europe
30383,Guadeloupe,France,16.265,-61.551,2020-05-17,155,13,109,33,Europe
30384,Mayotte,France,-12.8275,45.166244,2020-05-17,1342,18,627,697,Europe
30385,New Caledonia,France,-20.904305,165.618042,2020-05-17,18,0,18,0,Europe
30386,Reunion,France,-21.1151,55.5364,2020-05-17,443,0,354,89,Europe
30387,Saint Barthelemy,France,17.9,-62.8333,2020-05-17,6,0,6,0,Europe
30388,St Martin,France,18.0708,-63.0501,2020-05-17,39,3,30,6,Europe
30389,Martinique,France,14.6415,-61.0242,2020-05-17,192,14,91,87,Europe
30440,Aruba,Netherlands,12.5211,-69.9683,2020-05-17,101,3,93,5,Europe
30441,Curacao,Netherlands,12.1696,-68.99,2020-05-17,16,1,14,1,Europe
30442,Sint Maarten,Netherlands,18.0425,-63.0548,2020-05-17,77,15,54,8,Europe
30491,Bermuda,United Kingdom,32.3078,-64.7505,2020-05-17,123,9,73,41,Europe
30492,Cayman Islands,United Kingdom,19.3133,-81.2546,2020-05-17,94,1,55,38,Europe
30493,Channel Islands,United Kingdom,49.3723,-2.3644,2020-05-17,554,43,458,53,Europe
30494,Gibraltar,United Kingdom,36.1408,-5.3536,2020-05-17,147,0,145,2,Europe
30495,Isle of Man,United Kingdom,54.2361,-4.5481,2020-05-17,335,24,285,26,Europe
30496,Montserrat,United Kingdom,16.742498,-62.187366,2020-05-17,11,1,10,0,Europe
30517,Northwest Territories,Canada,64.8255,-124.8457,2020-05-17,5,0,0,5,Americas
30518,Yukon,Canada,64.2823,-135.0,2020-05-17,11,0,0,11,Americas
30521,Anguilla,United Kingdom,18.2206,-63.0686,2020-05-17,3,0,3,0,Europe
30522,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-05-17,8,1,6,1,Europe
30523,Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020-05-17,12,1,10,1,Europe
30528,Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020-05-17,13,0,13,0,Europe
30529,Saint Pierre and Miquelon,France,46.8852,-56.3159,2020-05-17,1,0,1,0,Europe
30545,Australian Capital Territory,Australia,-35.4735,149.0124,2020-05-18,107,3,104,0,Western Pacific
30546,New South Wales,Australia,-33.8688,151.2093,2020-05-18,3078,46,2614,418,Western Pacific
30547,Northern Territory,Australia,-12.4634,130.8456,2020-05-18,29,0,27,2,Western Pacific
30548,Queensland,Australia,-27.4698,153.0251,2020-05-18,1057,6,1039,12,Western Pacific
30549,South Australia,Australia,-34.9285,138.6007,2020-05-18,439,4,435,0,Western Pacific
